entry,base_smiles,ligand_smiles,solvent_smiles,concentration,temp_c,electrophile_smiles,nucleophile_smiles,product_smiles,yield
2188,O=C([O-])C(C)(C)C.[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,51.41
2189,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,49.62
2190,O=C([O-])C(C)(C)C.[K+],CP(c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,33.98
2191,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,30.53
2192,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,66.0
2193,O=C([O-])C(C)(C)C.[K+],CP(C)c1ccccc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,45.69
2194,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,80.35
2195,O=C([O-])C(C)(C)C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,43.93
2196,O=C([O-])C(C)(C)C.[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,42.84
2197,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,83.99
2198,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,79.02
2199,O=C([O-])C(C)(C)C.[K+],CCCCP(CCCC)CCCC,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,8.64
2200,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,80.74
2201,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,15.26
2202,O=C([O-])C(C)(C)C.[K+],CCCCC1(P(C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,3.48
2203,O=C([O-])C(C)(C)C.[K+],Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,72.64
2204,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,66.53
2205,O=C([O-])C(C)(C)C.[K+],CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,69.78
2206,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,65.9
2207,O=C([O-])C(C)(C)C.[K+],COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,68.39
2208,O=C([O-])C(C)(C)C.[K+],COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,28.92
2209,O=C([O-])C(C)(C)C.[K+],CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,76.05
2210,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,69.76
2211,O=C([O-])C(C)(C)C.[K+],FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,63.87
2212,O=C([O-])C(C)(C)C.[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,73.37
2213,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,62.32
2214,O=C([O-])C(C)(C)C.[K+],CP(c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,70.68
2215,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,70.78
2216,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,71.73
2217,O=C([O-])C(C)(C)C.[K+],CP(C)c1ccccc1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,70.13
2218,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,72.26
2219,O=C([O-])C(C)(C)C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,76.86
2220,O=C([O-])C(C)(C)C.[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,75.13
2221,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,81.77
2222,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,74.44
2223,O=C([O-])C(C)(C)C.[K+],CCCCP(CCCC)CCCC,CC(N(C)C)=O,0.1,120,FC(F)(F)c1cncc(Br)c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1cncc(C(F)(F)F)c1,66.91
2224,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,2.56
2225,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2226,O=C([O-])C(C)(C)C.[K+],CCCCC1(P(C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2227,O=C([O-])C(C)(C)C.[K+],Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,2.22
2228,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2229,O=C([O-])C(C)(C)C.[K+],CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2230,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2231,O=C([O-])C(C)(C)C.[K+],COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,3.11
2232,O=C([O-])C(C)(C)C.[K+],COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2233,O=C([O-])C(C)(C)C.[K+],CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.5
2234,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2235,O=C([O-])C(C)(C)C.[K+],FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2236,O=C([O-])C(C)(C)C.[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2237,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2238,O=C([O-])C(C)(C)C.[K+],CP(c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2239,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2240,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2241,O=C([O-])C(C)(C)C.[K+],CP(C)c1ccccc1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2242,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.11
2243,O=C([O-])C(C)(C)C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,6.53
2244,O=C([O-])C(C)(C)C.[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,8.5
2245,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,7.07
2246,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2247,O=C([O-])C(C)(C)C.[K+],CCCCP(CCCC)CCCC,CC(N(C)C)=O,0.1,120,Brc1ccccc1-c1ccccc1,Cn1ccnc1,Cn1cncc1-c1ccccc1-c1ccccc1,0.0
2248,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,26.14
2249,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,29.14
2250,O=C([O-])C(C)(C)C.[K+],CCCCC1(P(C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,5.98
2251,O=C([O-])C(C)(C)C.[K+],Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,68.3
2252,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,73.0
2253,O=C([O-])C(C)(C)C.[K+],CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,75.13
2254,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,55.8
2255,O=C([O-])C(C)(C)C.[K+],COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,71.9
2256,O=C([O-])C(C)(C)C.[K+],COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,17.61
2257,O=C([O-])C(C)(C)C.[K+],CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,73.16
2258,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,71.57
2259,O=C([O-])C(C)(C)C.[K+],FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,61.99
2260,O=C([O-])C(C)(C)C.[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,72.89
2261,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,1.65
2262,O=C([O-])C(C)(C)C.[K+],CP(c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,70.35
2263,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,70.99
2264,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,74.27
2265,O=C([O-])C(C)(C)C.[K+],CP(C)c1ccccc1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,70.64
2266,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,74.61
2267,O=C([O-])C(C)(C)C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,3.12
2268,O=C([O-])C(C)(C)C.[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,19.29
2269,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,24.18
2270,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,69.94
2271,O=C([O-])C(C)(C)C.[K+],CCCCP(CCCC)CCCC,CC(N(C)C)=O,0.1,120,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,Cn1ccnc1,Cn1cncc1-c1cncc(S(=O)(=O)NC(C)(C)C)c1,8.83
2272,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,Brc1ccc2c(ccn2Cc2ccccc2)c1,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,0.03
2273,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,Brc1ccc2c(ccn2Cc2ccccc2)c1,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,3.97
2274,O=C([O-])C(C)(C)C.[K+],CCCCC1(P(C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21,CC(N(C)C)=O,0.1,120,Brc1ccc2c(ccn2Cc2ccccc2)c1,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,2.03
2275,O=C([O-])C(C)(C)C.[K+],Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,CC(N(C)C)=O,0.1,120,Brc1ccc2c(ccn2Cc2ccccc2)c1,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,26.47
2276,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,Brc1ccc2c(ccn2Cc2ccccc2)c1,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,42.93
2277,O=C([O-])C(C)(C)C.[K+],CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,Brc1ccc2c(ccn2Cc2ccccc2)c1,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,0.06
2278,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,Brc1ccc2c(ccn2Cc2ccccc2)c1,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,44.25
2279,O=C([O-])C(C)(C)C.[K+],COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CC(N(C)C)=O,0.1,120,Brc1ccc2c(ccn2Cc2ccccc2)c1,Cn1ccnc1,Cn1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,29.12
